OBJECTID,ADDRESS,OWNER1,OWNER2,BLDG_DESC,OPA_ID,LNIADDRESSKEY,COUNCILDISTRICT,ZONINGBASEDISTRICT,ZIPCODE,LAND_RANK,Shape__Area,Shape__Length
171,4918 PASCHALL AVE,BUI JASON M,,VAC LAND RES < ACRE,273175100,472068,3,RSA-5,19143,0.5,180.17578125,71.8442736189831
172,933 CHURCH LN,THOMPSON BETTY MARIE,,VAC LAND RES < ACRE,122049800,85589,8,RM-1,19138,0.67,192.04296875,75.884713423299
173,2310 N LAWRENCE ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,191266301,384513,7,RSA-5,19133,0.5,151.68359375,63.8361552498483
174,1329 N 23RD ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,291303210,675353,5,RM-1,19121,1,131.51171875,58.1442174602376
175,5908 MARKET ST,CITY OF PHILA            ,,VAC LAND COMM. < ACRE,885002900,411107,3,CMX-3,19139,0.67,202.77734375,79.5229701307666
176,901 W SILVER ST,CHURCH OF THE LIVING GOD ,LA LUZ DEL MUNDO         ,VAC LAND COMM. < ACRE,885455020,537614,5,CMX-2,19133,1,103.3984375,46.7761510758433
177,3448 ELLA ST,RAFF ROSIRES M           ,,VAC LAND RES < ACRE,073071700,133045,7,RM-1,19134,0.83,160.6328125,65.7954289524301
178,2553 N FRANKLIN ST,HENRIQUEZ FRANCIS        ,,VAC LAND RES < ACRE,371083400,299395,5,RM-1,19133,0.5,136.34375,61.7033597227193
179,2542 N HOWARD ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,192018701,731697,7,RM-1,19133,0.67,115.421875,52.285604981843
180,2227 AMBER ST,CORRIGAN RIINA           ,GREMMINGER ERIC          ,ROW W/GAR 3STY MASONRY,311134200,13840,1,RSA-5,19125,0.5,213.78125,78.4404356178743
181,2321 GERMANTOWN AVE,MUHAMMAD MAHDI SHABAZZ   ,,VAC LAND COMM. < ACRE,885421160,309238,5,CMX-2,19133,0.5,186.3515625,67.9459237798803
182,865 E RUSSELL ST,MEHARY ART,,VAC LAND RES < ACRE,331180500,521058,7,RSA-5,19134,0.83,137.52734375,59.2058723934883
183,3320 N GRATZ ST,JOHN HARGRAVES,FLOSSIE,VAC LAND RES < ACRE,112263100,322033,8,RSA-5,19140,0.67,190.19921875,73.7999495785703
184,2326 N 16TH ST,ATM INVESTMENTS LLC      ,,VAC LAND RES < ACRE,161079500,660526,5,RM-1,19132,1,152.484375,82.4455234591549
185,2835 W CLEMENTINE ST,ROSS DENISE              ,,VAC LAND RES < ACRE,381333000,89954,4,RSA-5,19132,0.67,129.87890625,57.282803917927
186,340 WIGARD AVE,NEX STATION PROPERTIES LL,,VAC LAND RES < ACRE,212360305,612673,4,RSA-2,19128,0.5,4618.890625,307.298715866704
187,1508 S STILLMAN ST,EQUITY TRUST COMPANY FBO,IRA DEVELOPMENT LLC,VAC LAND RES < ACRE,364199205,555828,2,RSA-5,19146,1,94.1015625,45.6512479733237
188,2425 ARLINGTON ST,BCM FIRST INVESTMENT LLC ,,VAC LAND RES < ACRE,322237200,21069,5,RSA-5,19121,0.67,130.2734375,54.8209229451715
189,2346 N 21ST ST,LAND BANK                ,,VAC LAND RES < ACRE,162186700,672333,5,RSA-5,19132,1,166.13671875,66.8235741194464
190,2944 N ORIANNA ST,DIAZ MILAGROS            ,,VAC LAND RES < ACRE,192125300,461865,7,RSA-5,19133,0.67,103.875,48.155176288392
191,1330 N 22ND ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,291299600,673859,5,RM-1,19121,1,144.78125,57.9003558896083
192,2431 N FRONT ST,SHIRAZ INVESTMENT LLC    ,,VAC LAND COMM. < ACRE,311008400,731004,7,CMX-2,19133,0.5,166.9453125,60.7749700301188
193,2738 FRANKFORD AVE,MAYBERRY JAMES           ,,VAC LAND RES < ACRE,252476200,297139,7,RM-1,19134,0.67,136.25390625,54.725357716263
194,2009 N WOODSTOCK ST,CITY OF PHILA,DEPT OF PUB PROP,VAC LAND RES < ACRE,322011801,623959,5,RSA-5,19121,0.5,136.140625,56.5602332189418
195,1036 W DAUPHIN ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,371324900,110529,5,RM-1,19133,0.5,224.9375,84.4023063491896
196,25 E SOMERSET ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,071197710,541218,7,RSA-5,19134,1,144.9375,58.4119234837647
197,2863 STOUTON ST,BLUEBERRY ACQUISITIONS LL,,VAC LAND RES < ACRE,252542900,556499,7,RSA-5,19134,0.83,73.73828125,41.3189553620936
198,714 N PRESTON ST,ALPHAPAD LIMITED LIABILIT,,VAC LAND RES < ACRE,061198500,489889,3,RM-1,19104,1,321.47265625,112.280885817087
199,1434 N MARSTON ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,292081810,415486,5,RSA-5,19121,0.5,110.6015625,50.7297745205114
200,2220 JEFFERSON ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291183900,362925,5,RM-1,19121,1,134.09765625,53.8650541684675
201,1945 ROWAN ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,131361505,518374,8,RSA-5,19140,0.67,225.4375,84.6684716243399
202,2433 N PATTON ST,MAGHEE CORNELIUS,,VAC LAND RES < ACRE,282169200,474024,5,RSA-5,19132,0.5,114.98828125,51.1331093767482
203,2137 N 15TH ST,SUSQUEHANNA SQUARE HOUSIN,,VAC LAND RES < ACRE,321085301,658114,5,RM-1,19121,1,209.99609375,78.5036738232804
204,6068 UPLAND ST,TRAN TONY                ,,VAC LAND RES < ACRE,401301300,583858,2,RSA-5,19142,1,138.32421875,58.4710520432755
205,1323 S COLORADO ST,CHADHA HARKEET SINGH     ,JUTLA SHARAN KAUR        ,ROW  4STY MASONRY,365213200,93612,2,RSA-5,19146,0.67,111.22265625,49.0812236936976
206,2625 N WARNOCK ST,CITY OF PHILA            ,,VAC LAND RES < ACRE,371178301,597917,5,RM-1,19133,1,125.67578125,58.4612698691783
207,615 N 10TH ST,DONG YIKUAI              ,,VAC LAND RES < ACRE,141103630,649592,5,RSA-5,19123,0.5,163.375,57.6321840288946
208,2964 WEIKEL ST,XM LAND DEVELOPMENTS LLC,,VAC LAND RES < ACRE,252393200,605020,1,RSA-5,19134,0.67,143.625,61.6825091296247
209,2548 N NEWKIRK ST,LAUTMAN DORA WID         ,,VAC LAND RES < ACRE,281135000,450128,5,RSA-5,19132,0.5,113.8046875,51.1574657545318
210,2345 N 20TH ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,162133601,670220,5,RSA-5,19132,1,164.96875,65.6517668724329
211,1811 W CAYUGA ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,132346505,70856,8,RSA-5,19140,1,153.16796875,62.4872770249807
212,500 HIGH ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,592034015,344101,8,RSA-5,19144,0.67,276.84765625,90.4389853482764
213,1202 W ERIE AVE,CITY OF PHILA,DEPT OF PUBLC PROP,VAC LAND RES < ACRE,432055810,138865,5,RM-1,19140,1,203.80859375,78.8560876011159
214,2129 N 22ND ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,322087701,674045,5,RSA-5,19121,1,249.5859375,92.1212644969861
215,2313 N 20TH ST,JONES MEMORIAL BAPTIST,CHURCH,VAC LAND RES < ACRE,162132000,670190,5,RSA-5,19132,0.5,173.51953125,66.1765732417841
216,2107 S DAGGETT ST,COOK ANNA MARIE S/W      ,,ROW 2 STY MASONRY,403014600,107287,2,RSA-5,19142,0.5,113.234375,51.5383077647491
217,746 N 40TH ST,LAND EXERCISE LLC,,VAC LAND RES < ACRE,061169200,686257,3,RSA-3,19104,1,615.43359375,143.292741549019
218,111 E CUMBERLAND ST,GJ HOLDINGS LLC          ,,VAC LAND RES < ACRE,314022200,105390,7,RM-1,19125,1,126.578125,55.8693225172324
219,3410 MANTUA AVE,CITY OF PHILA,,VAC LAND RES < ACRE,243001310,409521,3,RSA-5,19104,0.67,174.46875,66.6840769140241
220,3008 W BERKS ST,CITY OF PHILA,,VAC LAND RES < ACRE,323024201,37263,5,RSA-5,19121,1,186.66015625,73.5932142344922
221,2640 W OAKDALE ST,REDEVELOPMENT AUTHORITY  ,OF PHILADELPHIA          ,VAC LAND RES < ACRE,281343701,454316,5,RSA-5,19132,0.5,127.68359375,46.3910016222452
222,2316-50 N 11TH ST,CITY OF PHILADELPHIA     ,,VAC LAND INDUS. ACRE+,885346725,732962,5,I-2,19133,0.67,13030.88671875,515.132433008567
223,1933 N DARIEN ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,202125300,108526,5,RM-1,19122,0.5,90.03125,44.5800559981462
224,709 N 42ND ST,MARZAC LLC               ,,VAC LAND RES < ACRE,061248200,686929,3,RM-1,19104,0.67,235.09765625,89.9776660831388
225,2338 N 20TH ST,CHRISTOU EVANS           ,,VAC LAND RES < ACRE,162143200,670213,5,RSA-5,19132,1,193.390625,73.9947780319819
226,5033 KEYSER ST,BYRNES MARY C,WILSON DEAN T,VAC LAND RES < ACRE,123194400,370540,8,RSA-3,19144,0.83,311.453125,95.1177316654638
227,3956 PARRISH ST,MATAG VENTURES LLC       ,,VAC LAND RES < ACRE,243143200,471575,3,RSA-5,19104,0.67,260.20703125,83.8720918965441
228,2116 N 31ST ST,CRUD LLC,,VAC LAND RES < ACRE,323296301,683598,5,RSA-5,19121,1,138.51953125,57.6097624847865
229,6045 REINHARD ST,DOWNING STEVEN W         ,DOWNING JANICE B         ,VAC LAND RES < ACRE,401272700,500471,2,RSA-5,19142,0.67,142.7890625,59.3449746452559
230,914 S 58TH ST,CITY OF PHILADELPHIA     ,,VAC LAND RES < ACRE,033185400,698216,3,RM-1,19143,0.67,207.8515625,77.6083585676083
231,1055 N 38TH ST,CITY OF PHILADELPHIA     ,,VAC LAND IND < ACRE,885938800,685918,3,RM-1,19104,0.67,1977.84375,177.864199261613
232,666 N CONESTOGA ST,IRA DEVELOPMENT LLC      ,YUCEL ISMAIL             ,VAC LAND RES < ACRE,041146200,95544,4,RSA-5,19131,1,96.8828125,45.9195084364305
233,850 N HOLLY ST,GEENA LLC                ,,VAC LAND COMM. < ACRE,885082060,347000,3,CMX-2,19104,0.67,105.3046875,54.3270811806802
234,158 W WYOMING AVE,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,422064700,627398,7,RSA-5,19140,0.5,179.484375,69.3398582406459
235,167 W THELMA ST,SANCHEZ ILLIANA,,VAC LAND RES < ACRE,422045600,568461,7,RSA-5,19140,0.67,133.11328125,57.3669531141414
236,2520 N 19TH ST,BLOUNT DANNY             ,,VAC LAND RES < ACRE,162093001,668292,5,RSA-5,19132,1,170.1484375,66.9453785104324
237,3123 N HUTCHINSON ST,CHAS F ROATS             ,FRANCES M                ,VAC LAND RES < ACRE,372173200,354830,5,RM-1,19133,0.67,107.06640625,49.2872394310121
238,2339 N OPAL ST,HOPKINS ARTHUR L,HOPKINS MARGO REAVIS,VAC LAND RES < ACRE,162117100,460284,5,RSA-5,19132,0.5,97.3828125,47.2634042080795
239,2420 CORAL ST,DOLAN JEFFREY R,,VAC LAND RES < ACRE,311102101,97708,7,RSA-5,19125,0.67,152.09375,60.5267242873793
240,1707 RIDGE AVE,PHILADELPHIA LAND BANK   ,,VAC LAND COMM. < ACRE,885148620,503949,5,CMX-2.5,19130,0.5,109.9375,44.8080007349582
241,1451 N FRAZIER ST,ENGLISH CELESTINE        ,,ROW 2 STY MASONRY,043072200,300990,4,RM-1,19131,1,111.21484375,50.4346287508798
242,1244 S 31ST ST,NGO SANH,,VAC LAND RES < ACRE,362273000,683855,2,RSA-5,19146,0.5,156.953125,63.17291002776
243,4206 W THOMPSON ST,CONFERENCE ON GANGS,INC,VAC LAND RES < ACRE,062188900,570451,3,RSA-5,19104,0.5,169.08984375,71.2224409732231
244,2144 N 7TH ST,MC FADDEN SAMUEL JR      ,,VAC LAND RES < ACRE,202035300,642441,5,RM-1,19122,0.5,164.52734375,67.8105058003333
245,2716 W HARPER ST,PRESTA MARIO,PRESTA NATALE,VAC LAND RES < ACRE,292017900,333764,5,RSA-5,19130,0.5,57.0859375,33.3249741848764
246,924 W SELTZER ST,2LOTS LLC                ,,VAC LAND COMM. < ACRE,885280100,529516,5,CMX-2,19133,0.67,101.234375,46.2531568696126
247,3382 MILLER ST,HUGHES COUSINS LLC       ,,VAC LAND RES < ACRE,451357100,431757,1,ICMX,19134,0.67,137.33984375,58.4426797738064
248,2444 N BANCROFT ST,ALFREDO PARKER,,VAC LAND RES < ACRE,161109200,29034,5,RSA-5,19132,0.5,118.37890625,51.0374199846998
249,2149 N DARIEN ST,ROBERT W JONES,,VAC LAND RES < ACRE,202129100,108622,5,RM-1,19122,0.5,92.4453125,44.5028614027881
250,1824 N FRANKLIN ST,PHILADELPHIA HOUSING AUTH,,VAC LAND RES < ACRE,202064401,299135,5,RM-1,19122,1,235.1015625,87.3529076257926
251,1212 GREEN ST,W C W PROPERTIES         ,A PARTNERSHIP            ,VAC LAND RES < ACRE,141249500,323958,5,CMX-3,19123,0.5,49.22265625,29.0960249037164
252,526 E HAINES ST,HAINES ST HOLDINGS LLC   ,,VAC LAND RES < ACRE,775191000,329924,8,RSA-5,19144,0.83,429.8828125,92.5635424982645
253,1127 W VENANGO ST,CITY OF PHILA,,VAC LAND RES < ACRE,432041510,587650,5,CMX-2,19140,0.67,175.1484375,79.7269451631063
254,5648 BOYER ST,CITY OF PHILA,DEPT PUB PROP,VAC LAND RES < ACRE,122247505,45856,8,CMX-2,19138,0.67,212.01171875,82.0250795916114
255,1241 W ERIE AVE,OH HOON HO,,VAC LAND RES < ACRE,432205600,138903,5,RM-1,19140,1,306.8046875,109.222761150293
256,1844 S 56TH ST,CITY OF PHILADELPHIA     ,,ROW 2 STY MASONRY,514220700,696346,3,RSA-5,19143,0.5,198.88671875,76.3524021275828
257,2613 N NAPA ST,TAYLOR DAVID             ,,VAC LAND RES < ACRE,282154700,445899,5,RSA-5,19132,0.5,115.95703125,51.4793321393652
258,5346 W BERKS ST,LOTS FOR SALE LLC,,VAC LAND RES < ACRE,521111800,37438,4,RSA-5,19131,0.5,245.72265625,93.0138247208686
259,1125 GERMANTOWN AVE,US CAPITAL INVESTMENTS 3 ,,VAC LAND COMM. < ACRE,885622003,308957,5,CMX-3,19123,0.5,166.30078125,67.5975648901792
260,2533 W DAUPHIN ST,SECRETARY OF HOUSING,URBAN DEVELOPMENT,VAC LAND RES < ACRE,281197600,110714,5,RSA-5,19132,0.83,93.34765625,44.9258892565546
261,2531 W OXFORD ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,324001701,466869,5,RSA-5,19121,1,157.84375,65.7655884741053
262,2427 REDNER ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,291215000,497586,5,RM-1,19121,0.67,94.31640625,44.7859403724112
263,2232-40 W MONTGOMERY AVE,INTERFAITH INTERRACIAL,COUNCIL OF THE CLERGY,VAC LAND RES < ACRE,472074810,435884,5,RSA-5,19121,1,1092.02734375,132.268853723592
264,1938 N 19TH ST,MG 1965 LLC              ,,VAC LAND RES < ACRE,321265000,667988,5,RSA-5,19121,0.67,239.65625,91.8166384938557
265,1301 FARSON ST,IRA DEVELOPMENT LLC      ,,VAC LAND RES < ACRE,442239000,285741,3,CMX-2,19131,0.5,118.91796875,49.4152899489972
266,2553 CARWITHAN ST,PENSCO TRUST CO FBO HOWAR,PENSCO TRUST CO FBO SAMAN,VAC LAND RES < ACRE,571330300,68134,6,RSA-3,19114,0.67,615.42578125,141.081321294362
267,2334 N LEITHGOW ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,191244401,388704,7,RSA-5,19133,1,96.3671875,46.3717609482085
268,1649 N 8TH ST,PHILADELPHIA HOUSING AUTH,,VAC LAND RES < ACRE,202087901,644906,5,RSA-5,19122,0.5,253.88671875,91.9769010347111
269,3859 WYALUSING AVE,MERKAVA DEVELOPMENT LLC  ,,VAC LAND RES < ACRE,243188300,625610,3,RSA-5,19104,0.67,136.8203125,59.3898536848034
270,1740 WATERLOO ST,CRONIN MICHAEL J         ,,ROW  3STY  FRAME,183079700,601742,7,RSA-5,19122,0.5,88.99609375,44.5704638757413
271,437 N DAGGETT ST,REDEVELOPMENT AUTHORITY O,,VAC LAND RES < ACRE,343127400,107269,4,RM-1,19151,0.67,228.45703125,86.5623910386203
272,6365 CHEW AVE,SWAIN WILLIAM JR         ,RITA H/W                 ,VAC LAND RES < ACRE,221260300,82729,8,RSA-5,19138,0.5,150.89453125,67.8665189919517
273,2846 WEIKEL ST,REDEVELOPMENT AUTHORITY,OF PHILADELPHIA,VAC LAND RES < ACRE,252391401,604973,1,RSA-5,19134,0.67,119.77734375,55.1679808941278
274,5302 PINE ST,WILLIAMS CECIL JR        ,,SEMI DET 2 STY MASONRY,603089900,485269,3,RSA-3,19143,0.5,285.67578125,84.4355546755482
275,426 W BRINGHURST ST,GOLDEN DEVELOPERS LLC    ,,VAC LAND RES < ACRE,123110500,49741,8,RSA-3,19144,0.67,368.7109375,98.3351819518369
276,2039 N 19TH ST,CITY OF PHILA,DEPT OF PUBLC PROP,VAC LAND RES < ACRE,321258901,668033,5,RM-1,19121,1,177.58984375,69.5391723941881
277,1310 S 33RD ST,ROSCOE  PETER E,CATHERINE,VAC LAND RES < ACRE,362307000,685045,2,RSA-5,19146,1,146.03515625,57.9609848848672
278,6115 VANDIKE ST,REDEVELOPMENT AUTHORITY,OF PHILA,VAC LAND RES < ACRE,411341810,586575,6,RSA-5,19135,1,152.5703125,61.3253550168948
279,2632 W YORK ST,JOHNSON RASHEEM E        ,,VAC LAND RES < ACRE,281244800,629383,5,RSA-5,19132,1,108.4296875,50.5450507186372
280,2353 N 21ST ST,CITY OF PHILA,,VAC LAND RES < ACRE,162180501,672340,5,RSA-5,19132,1,190.171875,75.4378431791311
281,150 W DAUPHIN ST,RODRIGUES JULISSA        ,BELL MICHAEL G           ,VAC LAND COMM. < ACRE,191408300,110306,7,CMX-2,19133,0.5,100.73046875,48.1083550257516
282,2227 N FRANKLIN ST,WILLIAM HENRY MORRISON   ,EDDIE ALMER              ,VAC LAND RES < ACRE,371077900,299328,5,RM-1,19133,1,154.83203125,63.8694735314426
283,2255 N 22ND ST,BCM FIRST INVESTMENTS LLC,,VAC LAND RES < ACRE,162209300,674082,5,RM-1,19132,1,256.1953125,92.1218340679
284,634 UNION ST,PHILADELPHIA LAND INVESTM,,VAC LAND RES < ACRE,242236700,582392,3,RSA-5,19104,0.67,126.10546875,55.7385474653916
285,652 E CLEMENTINE ST,JOHN J VALENTINO,,VAC LAND RES < ACRE,331012300,89684,7,RSA-5,19134,0.83,114.11328125,51.0381928013475
286,1206 W ERIE AVE,FLORES RENTAL MANAGEMENT ,,VAC LAND RES < ACRE,432056000,138869,5,RM-1,19140,1,204.44140625,78.9693698485145
287,4815 PASCHALL AVE,TANG TRINH               ,,ROW W/DET GAR 2STY MASONR,273167200,472030,3,RSA-5,19143,0.5,197.1640625,75.4895021322279
288,6135 COLGATE ST,LE JOHN,,VAC LAND RES < ACRE,352280700,92373,9,CMX-2,19111,0.5,832.3125,144.987060581935
289,1515 N WOODSTOCK ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,472132400,623858,5,CMX-3,19121,0.5,90.16015625,42.3633874146988
290,4153-55 SALEM ST,HERNANDEZ MIGUEL A HERNAN,,VAC LAND RES < ACRE,232503201,522566,7,RM-1,19124,0.5,448.6171875,93.2488240216899
291,2526 N 9TH ST,REAL BUILDERS LLC        ,,VAC LAND RES < ACRE,371132900,647607,5,CMX-2,19133,0.5,283.0703125,112.828907723307
292,2421 E FIRTH ST,BINKOWSKI THEODORE,,VAC LAND RES < ACRE,314067400,290504,1,RSA-5,19125,0.67,153.9453125,67.607485273777
293,3625 N BROAD ST,VP PHILADELPHIA NORTH EME,,VAC LAND COMM. < ACRE,885510160,50629,5,CMX-3,19140,0.67,1215.29296875,155.560895786297
294,2354 N 19TH ST,REDEVELOPMENT AUTHORITY  ,OF PHILADELPHIA          ,VAC LAND RES < ACRE,162088601,668202,5,RSA-5,19132,1,172.40234375,65.3166837069115
295,2350 N 20TH ST,WAYMAN H BOULDIN,BERTHA,VAC LAND RES < ACRE,162143800,670225,5,RSA-5,19132,0.5,195.85546875,74.3767475491743
296,1121 S 26TH ST,2632 FEDERAL LLC,,VAC LAND RES < ACRE,361392305,679237,2,RM-1,19146,0.67,130.53515625,55.6288061153366
297,1315 RIDGE AVE,GREENWAY PLAZA LLC       ,,VAC LAND COMM. < ACRE,141344910,503835,5,CMX-3,19123,0.5,84.52734375,38.1063257282763
298,2454 N NEWKIRK ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,281132001,450070,5,RSA-5,19132,0.5,120.53515625,53.2443445856603
299,3031-33 AMBER ST,URBAN RENEWERS LLC       ,,VAC LAND RES < ACRE,252439300,14058,1,RSA-5,19134,0.67,499.6875,107.3427977513
300,7630 DICKENS AVE,GRICCO DONNA M,,VAC LAND RES < ACRE,404264716,117258,2,RSA-5,19153,0.67,203.80859375,60.1687582233982
301,2346-54 W SEDGLEY AVE,MANGUAL EXCAVATIONS LLC  ,,VAC LAND IND < ACRE,885154720,528609,5,ICMX,19132,0.5,1693.0859375,164.674789517313
302,1934 N 24TH ST,VOSMANDROS GEORGE        ,,VAC LAND RES < ACRE,322151200,676630,5,RSA-5,19121,0.5,153.4765625,63.4193078031457
303,1929 N 24TH ST,SAMUEL GOLDBERG          ,,VAC LAND RES < ACRE,322144900,676625,5,RSA-5,19121,0.67,197.359375,81.8186954284133
304,2329 ELLSWORTH ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,361236705,134230,2,RM-1,19146,0.67,150.05859375,60.196782296592
305,2819 HOPE ST,FUENTES JESUS M,,VAC LAND RES < ACRE,071049310,348679,7,RSA-5,19133,0.67,131.0546875,50.4796003372987
306,161 E WISHART ST,JOHN R JOHNSON,THERESA,VAC LAND RES < ACRE,071294300,618775,7,RSA-5,19134,0.67,102.65234375,47.7902500496249
307,1430 S 58TH ST,MCCULLOUGH JOHN WILFORD  ,,VAC LAND RES < ACRE,034123100,698342,3,RSA-3,19143,0.67,346.21484375,93.9764909654509
308,2008 TURNER ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,472036310,579881,5,RSA-5,19121,1,123.19140625,55.6806421923586
309,5123 WARREN ST,GOOD LOTS LLC            ,,VAC LAND RES < ACRE,442182300,599130,3,RM-1,19131,0.5,248.8125,86.2977133633778
310,1462 N NEWKIRK ST,ELITE PROPERTY DEVELOPMEN,,VAC LAND RES < ACRE,292124000,449737,5,RSA-5,19121,0.5,129.0625,52.4079015330006
311,1528-32 W YORK ST,SOUTHERN FINE LLC        ,,VAC LAND RES < ACRE,161274500,629190,5,RM-1,19132,1,731.21875,112.056540624984
312,1114 STATE ST,IRA DEVELOPMENT LLC      ,MKOS ENTERPRISES LLC     ,VAC LAND RES < ACRE,243233200,552370,3,RSA-5,19104,0.67,83.4765625,41.9769343226501
313,2944 W ARIZONA ST,JAMES SANDRIDGE,,VAC LAND RES < ACRE,282326500,20923,5,RSA-5,19132,0.5,100.49609375,48.0721643828804
314,1824 N BUCKNELL ST,PHILA HOUSING AUTHORITY  ,,VAC LAND RES < ACRE,322138001,54853,5,RSA-5,19121,0.5,108.8125,49.0230544527002
315,2534 N NEWKIRK ST,JOHN FRANK               ,FERNANDERS & ROSE        ,VAC LAND RES < ACRE,281134300,450114,5,RSA-5,19132,0.5,109.78515625,50.6135575861541
316,1923 PAGE ST,MAPESHIRE LLC            ,,VAC LAND RES < ACRE,321164400,467879,5,RSA-5,19121,0.5,142.87109375,58.6211148261181
317,3000 TITAN ST,PHILADELPHIA LAND BANK   ,,VAC LAND RES < ACRE,362209000,573740,2,RSA-5,19146,1,92.94140625,42.6741895750902
318,2214 N 03RD ST,PHILADELPHIA REDEVELOPMEN,,VAC LAND RES < ACRE,191181001,,7,RSA-5,,1,166.609375,61.8619865774442
319,2009 N VAN PELT ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,322071401,586203,5,RSA-5,19121,0.5,165.609375,67.0063316469561
320,117 E CUMBERLAND ST,DOMINICKA VISCO,ELEANORA,VAC LAND RES < ACRE,314022500,105396,7,RM-1,19125,1,162.06640625,60.6780301795104
321,3416 OLD YORK RD,TEMPLE UNIVERSITY HOSPITA,,VAC LAND RES < ACRE,431139910,457760,5,RM-1,19140,0.67,170.3828125,67.5179939131952
322,1914 GERRITT ST,CITY OF PHILA,,VAC LAND RES < ACRE,363019805,311159,2,RSA-5,19146,0.67,110.6875,50.8921721799251
323,2334 N 20TH ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,162143001,670209,5,RSA-5,19132,1,190.203125,73.7456865918288
324,3749 N 5TH ST,RIVERA TANAIRI,,VAC LAND RES < ACRE,072173800,637288,7,RM-1,19140,0.67,150.25,64.010111732864
325,2552 CECIL B MOORE AVE,2554 CECIL B MOORE LLC   ,,VAC LAND RES < ACRE,324036710,71810,5,RM-1,19121,0.5,157.6171875,68.9176922339933
326,4506 N GRATZ ST,FRIEZE LEONARD A         ,,ROW 2 STY MASONRY,132199600,322276,8,RM-1,19140,0.83,201.63671875,78.9959942746144
327,1533 W GIRARD AVE,REDDBERRY DEVELOPMENT,,VAC LAND RES < ACRE,471026700,314010,5,RM-4,19130,0.5,1199.23046875,159.067735093889
328,1818 W ERIE AVE,LEVY AVI,,VAC LAND RES < ACRE,131048000,139095,8,RSA-5,19140,0.67,436.76171875,129.0489730748
329,1341 S HOLLYWOOD ST,MKB ASSOCIATES           ,,VAC LAND RES < ACRE,362180100,347516,2,RSA-5,19146,0.67,110.53515625,50.6019198593574
330,3225 W OXFORD ST,REDEVELOPMENT AUTHORITY,OF PHILA,VAC LAND RES < ACRE,324012601,467072,5,RSA-5,19121,1,216.625,77.8908688490659
331,1225 W CUMBERLAND ST,JESSIE MORRIS            ,JEANNETTE M              ,VAC LAND RES < ACRE,371390300,105982,5,RM-1,19133,0.67,141.16796875,59.5288729657876
332,2751 FRANKFORD AVE,MAYBERRY JAMES,,VAC LAND RES < ACRE,252463500,297150,1,CMX-2,19134,0.67,262.09765625,81.0237688284649
333,2943 CECIL B MOORE AVE,C3 LLC                   ,,VAC LAND RES < ACRE,324054900,71929,5,RSA-5,19121,0.5,149.50390625,62.931679646488
334,2865 N RINGGOLD ST,LIPPINCOTT 2016 LLC      ,,VAC LAND RES < ACRE,381015200,506206,4,RSA-5,19132,1,107.671875,48.6313996589405
335,528-40 W OXFORD ST,OXFORD HD LLC            ,,VAC LAND IND < ACRE,182337100,466434,7,IRMX,19122,0.5,1146.20703125,142.520586070709
336,3600 OLD YORK RD,CITY OF PHILA            ,,VAC LAND RES < ACRE,432162810,457827,5,RM-1,19140,1,220.3515625,83.8424327201075
337,2046-48 W OXFORD ST,PHILA HOUSING AUTHORITY,,VAC LAND RES < ACRE,472031010,466714,5,CMX-3,19121,1,231.08203125,62.0968771527156
338,5810 TACKAWANNA ST,KLEMICK PHILIP S         ,,VAC LAND RES < ACRE,622310600,563448,7,RSA-3,19135,0.67,567.4609375,100.406621220676
339,1327 S HOLLYWOOD ST,KSM INVESTMENTS LLC,,VAC LAND RES < ACRE,362179400,347502,2,RSA-5,19146,0.67,106.29296875,50.2591226808312
340,2309 GERMANTOWN AVE,ADAMOT LLC               ,,VAC LAND COMM. < ACRE,885420600,309228,5,CMX-2,19133,0.5,163.71875,62.8634051300929
